Tableau 1
Id;011EC_Lot;012EC_Ouvrage;013EC_Localisation;014EC_Mode Constructif;Nom;Hauteur;Epaisseur;AI;AS;Sols en intersection;Sols coupés (u);Sols coupés (Ids);Sols coupants (u);Sols coupants (Ids);Sol au-dessus;Sol en-dessous;Fenêtres;Portes;Ouvertures;Murs imbriqués;Mur multicouche;Mur empilé;Profil modifié;Image;Catégorie;Section;Type prédéfini d'IFC;Exporter au format IFC sous;Exporter au format IFC;IfcGUID;Variantes;Extension inférieure;Extension supérieure;Volume;Surface;Phase de démolition;Phase de création;Commentaires;Longueur;Famille et type;Famille;Type;Nom de la famille;Nom du type;ID du type;Lié au volume;Structure;Identifiant;Ligne de justification;Utilisation structurelle;Partie inférieure attachée;Partie supérieure attachée;Décalage supérieur;Décalage inférieur;Contrainte inférieure;Hauteur non contrainte;Contrainte supérieure;Limite de pièce;Visible dans les nomenclatures;Légende détails;O - Finition;O - Teinte;Composition;IdGtcParameter;IdGtcParameterCreationTime;EIF_STR - Impact;Image du type;Note d'identification;Type: Type prédéfini d'IFC;Exporter le type au format IFC sous;Exporter le type au format IFC;Type IfcGUID;Modèle;Fabricant;Commentaires du type;URL;Description;Matériau structurel;Rugosité;Coefficient d'absorbance;Masse thermique;Résistance thermique (R);Coefficient de transfert thermique (U);Description de l'assemblage;Code d'assemblage;Retournement aux insertions;Retournement aux extrémités;Couleur vue détail faible;Motif vue détail faible;Marque de type;Protection contre l'incendie;Coût;Fonction;Largeur;T - Teinte;T - Finition;T - Accessoire;Finition;Teinte;Reférence;A une association;Enrobage d'armature - Autres faces;Enrobage d'armature - Face intérieure;Enrobage d'armature - Face extérieure
643947;;;;;EIF_STR - Mur ep. 16;2,74999999999987;0,16;8,50000000000073;11,2500000000006;0;0;;0;;False;False;0;0;0;0;False;False;False;<Aucun>;Murs;1;;;0;0e30kvNPT6bRA1RB1hfHDG;-1;0;0;0,510399999999973;3,18999999999989;Aucun(e);Nouvelle construction;Voile ép=16;1,00000000000002;Mur de base: EIF_STR - Mur ep. 16;Mur de base;EIF_STR - Mur ep. 16;;;533790;0;0;;2;0;0;0;-0,05;-0,05;A&B_R+3;2,75;Jusqu'au niveau: A&B_R+4;1;0;;;;;0;0;1;<Aucun>;;;;0;0hvswx66zD5eII9QwXvN_5;;;Voile ép=16;;;<Par catégorie>;1;0,1;241776;0,152963671128107;6,5375;;;0;0;0;;;;0;1;0,16;;;;;;;;;;
643948;;;;;EIF_STR - Mur ep. 16;2,74999999999987;0,16;8,50000000000073;11,2500000000006;0;0;;0;;False;False;2;0;0;0;False;False;False;<Aucun>;Murs;1;;;0;0e30kvNPT6bRA1RB1hfHDN;-1;0;0;1,68380321059929;10,5237700662454;Aucun(e);Nouvelle construction;Voile ép=16;5,24500729681674;Mur de base: EIF_STR - Mur ep. 16;Mur de base;EIF_STR - Mur ep. 16;;;533790;0;0;;2;0;0;0;-0,05;-0,05;A&B_R+3;2,75;Jusqu'au niveau: A&B_R+4;1;0;;;;;0;0;1;<Aucun>;;;;0;0hvswx66zD5eII9QwXvN_5;;;Voile ép=16;;;<Par catégorie>;1;0,1;241776;0,152963671128107;6,5375;;;0;0;0;;;;0;1;0,16;;;;;;;;;;
643949;;;;;EIF_STR - Mur ep. 16;2,74999999999903;0,16;8,50000000000073;11,2499999999998;0;0;;0;;False;False;0;0;0;0;False;False;False;<Aucun>;Murs;1;;;0;0e30kvNPT6bRA1RB1hfHDM;-1;0;0;0,791966240045022;4,94978900028143;Aucun(e);Nouvelle construction;Voile ép=16;1,79992327283024;Mur de base: EIF_STR - Mur ep. 16;Mur de base;EIF_STR - Mur ep. 16;;;533790;0;0;;2;0;0;0;-0,05;-0,05;A&B_R+3;2,75;Jusqu'au niveau: A&B_R+4;1;0;;;;;0;0;1;<Aucun>;;;;0;0hvswx66zD5eII9QwXvN_5;;;Voile ép=16;;;<Par catégorie>;1;0,1;241776;0,152963671128107;6,5375;;;0;0;0;;;;0;1;0,16;;;;;;;;;;
643950;;;;;EIF_STR - Mur ep. 20;2,54999999999903;0,2;8,50000000000073;11,0499999999998;0;0;;0;;True;True;0;0;0;0;False;False;False;<Aucun>;Murs;1;;;0;0e30kvNPT6bRA1RB1hfHDL;-1;0;0;2,69283913089409;13,4641956544703;Aucun(e);Nouvelle construction;;5,26007672724529;Mur de base: EIF_STR - Mur ep. 20;Mur de base;EIF_STR - Mur ep. 20;;;393023;0;0;;2;0;0;0;-0,25;-0,05;A&B_R+3;2,55;Jusqu'au niveau: A&B_R+4;1;0;;;;;0;0;1;<Aucun>;;;;0;15huGUOb14lPkBTGiL4BTB;;;Voile ép =20;;;<Par catégorie>;1;0,1;302220;0,191204588910134;5,23;;;0;0;0;;;;0;1;0,2;;;;;;;;;;
643951;;;;;EIF_STR - Mur ep. 16;2,74999999999987;0,16;8,50000000000073;11,2500000000006;0;0;;0;;False;False;1;0;0;0;False;False;False;<Aucun>;Murs;1;;;0;0e30kvNPT6bRA1RB1hfHDK;-1;0;0;1,10340000047612;6,89625000297576;Aucun(e);Nouvelle construction;Voile ép=16;4,03500000108228;Mur de base: EIF_STR - Mur ep. 16;Mur de base;EIF_STR - Mur ep. 16;;;533790;0;0;;2;0;0;0;-0,05;-0,05;A&B_R+3;2,75;Jusqu'au niveau: A&B_R+4;1;0;;;;;0;0;1;<Aucun>;;;;0;0hvswx66zD5eII9QwXvN_5;;;Voile ép=16;;;<Par catégorie>;1;0,1;241776;0,152963671128107;6,5375;;;0;0;0;;;;0;1;0,16;;;;;;;;;;
643952;;;;;EIF_STR - Mur ep. 20;2,54999999999903;0,2;8,50000000000073;11,0499999999998;0;0;;0;;True;True;0;2;0;0;False;False;False;<Aucun>;Murs;1;;;0;0e30kvNPT6bRA1RB1hfHDB;-1;0;0;1,24394999999932;6,21974999999645;Aucun(e);Nouvelle construction;;3,40499999999984;Mur de base: EIF_STR - Mur ep. 20;Mur de base;EIF_STR - Mur ep. 20;;;393023;0;0;;2;0;0;0;-0,25;-0,05;A&B_R+3;2,55;Jusqu'au niveau: A&B_R+4;1;0;;;;;0;0;1;<Aucun>;;;;0;15huGUOb14lPkBTGiL4BTB;;;Voile ép =20;;;<Par catégorie>;1;0,1;302220;0,191204588910134;5,23;;;0;0;0;;;;0;1;0,2;;;;;;;;;;
643953;;;;;EIF_STR - Mur ep. 20;2,54999999999903;0,2;8,50000000000073;11,0499999999998;0;0;;0;;True;True;0;0;0;0;False;False;False;<Aucun>;Murs;1;;;0;0e30kvNPT6bRA1RB1hfHDA;-1;0;0;4,10040000003697;20,5020000001846;Aucun(e);Nouvelle construction;;8,02000000007547;Mur de base: EIF_STR - Mur ep. 20;Mur de base;EIF_STR - Mur ep. 20;;;393023;0;0;;2;0;0;0;-0,25;-0,05;A&B_R+3;2,55;Jusqu'au niveau: A&B_R+4;1;0;;;;;0;0;1;<Aucun>;;;;0;15huGUOb14lPkBTGiL4BTB;;;Voile ép =20;;;<Par catégorie>;1;0,1;302220;0,191204588910134;5,23;;;0;0;0;;;;0;1;0,2;;;;;;;;;;
644011;;;;;EIF_STR - Mur ep. 20;2,54999999999903;0,2;8,50000000000073;11,0499999999998;0;0;;0;;True;True;0;0;0;0;False;False;False;<Aucun>;Murs;1;;;0;0e30kvNPT6bRA1RB1hfHEG;-1;0;0;3,73319999999836;18,6659999999918;Aucun(e);Nouvelle construction;;7,31999999999958;Mur de base: EIF_STR - Mur ep. 20;Mur de base;EIF_STR - Mur ep. 20;;;393023;0;0;;2;0;0;0;-0,25;-0,05;A&B_R+3;2,55;Jusqu'au niveau: A&B_R+4;1;0;;;;;0;0;1;<Aucun>;;;;0;15huGUOb14lPkBTGiL4BTB;;;Voile ép =20;;;<Par catégorie>;1;0,1;302220;0,191204588910134;5,23;;;0;0;0;;;;0;1;0,2;;;;;;;;;;
644049;;;;;EIF_STR - Mur ep. 16;2,74999999999987;0,16;8,50000000000073;11,2500000000006;0;0;;0;;False;False;4;0;0;0;False;False;False;<Aucun>;Murs;1;;;0;0e30kvNPT6bRA1RB1hfHFg;-1;0;0;3,43200000912003;21,4500000570002;Aucun(e);Nouvelle construction;Voile ép=16;11,4200000207279;Mur de base: EIF_STR - Mur ep. 16;Mur de base;EIF_STR - Mur ep. 16;;;533790;0;0;;2;0;0;0;-0,05;-0,05;A&B_R+3;2,75;Jusqu'au niveau: A&B_R+4;1;0;;;;;0;0;1;<Aucun>;;;;0;0hvswx66zD5eII9QwXvN_5;;;Voile ép=16;;;<Par catégorie>;1;0,1;241776;0,152963671128107;6,5375;;;0;0;0;;;;0;1;0,16;;;;;;;;;;
644066;;;;;EIF_STR - Mur ep. 20;2,54999999999903;0,2;8,50000000000073;11,0499999999998;0;0;;0;;True;True;0;0;0;0;False;False;False;<Aucun>;Murs;1;;;0;0e30kvNPT6bRA1RB1hfHFP;-1;0;0;2,68770000003752;13,4385000001875;Aucun(e);Nouvelle construction;;5,25000000007553;Mur de base: EIF_STR - Mur ep. 20;Mur de base;EIF_STR - Mur ep. 20;;;393023;0;0;;0;0;0;0;-0,25;-0,05;A&B_R+3;2,55;Jusqu'au niveau: A&B_R+4;1;0;;;;;0;0;1;<Aucun>;;;;0;15huGUOb14lPkBTGiL4BTB;;;Voile ép =20;;;<Par catégorie>;1;0,1;302220;0,191204588910134;5,23;;;0;0;0;;;;0;1;0,2;;;;;;;;;;
644095;;;;;EIF_STR - Mur ep. 18;2,54999999999903;0,18;8,50000000000073;11,0499999999998;0;0;;0;;True;True;0;0;0;0;False;False;False;<Aucun>;Murs;1;;;0;0e30kvNPT6bRA1RB1hfHF4;-1;0;0;0,738989999999725;4,10549999999854;Aucun(e);Nouvelle construction;;1,79000000000005;Mur de base: EIF_STR - Mur ep. 18;Mur de base;EIF_STR - Mur ep. 18;;;533243;0;0;;2;0;0;0;-0,25;-0,05;A&B_R+3;2,55;Jusqu'au niveau: A&B_R+4;1;0;;;;;0;0;1;<Aucun>;;;;0;0hvswx66zD5eII9QwXvNXW;;;Voile ép=18;;;<Par catégorie>;1;0,1;271998;0,17208413001912;5,81111111111111;;;0;0;0;;;;0;1;0,18;;;;;;;;;;
644096;;;;;EIF_STR - Mur ep. 18;2,49999999999969;0,18;8,55000000000073;11,0500000000004;0;0;;0;;True;False;0;0;0;0;False;False;False;<Aucun>;Murs;1;;;0;0e30kvNPT6bRA1RB1hfHGx;-1;0;0;0,26120404123684;1,45113356242693;Aucun(e);Nouvelle construction;;0,390453424970825;Mur de base: EIF_STR - Mur ep. 18;Mur de base;EIF_STR - Mur ep. 18;;;533243;0;0;;2;0;0;0;-0,25;0;A&B_R+3;2,5;Jusqu'au niveau: A&B_R+4;1;0;;;;;0;0;1;<Aucun>;;;;0;0hvswx66zD5eII9QwXvNXW;;;Voile ép=18;;;<Par catégorie>;1;0,1;271998;0,17208413001912;5,81111111111111;;;0;0;0;;;;0;1;0,18;;;;;;;;;;
644097;;;;;EIF_STR - Mur ep. 18;2,49999999999969;0,18;8,55000000000073;11,0500000000004;0;0;;0;;True;False;0;0;0;0;False;False;False;<Aucun>;Murs;1;;;0;0e30kvNPT6bRA1RB1hfHGw;-1;0;0;0,261127428256291;1,45070793475726;Aucun(e);Nouvelle construction;;0,390283173902973;Mur de base: EIF_STR - Mur ep. 18;Mur de base;EIF_STR - Mur ep. 18;;;533243;0;0;;2;0;0;0;-0,25;0;A&B_R+3;2,5;Jusqu'au niveau: A&B_R+4;1;0;;;;;0;0;1;<Aucun>;;;;0;0hvswx66zD5eII9QwXvNXW;;;Voile ép=18;;;<Par catégorie>;1;0,1;271998;0,17208413001912;5,81111111111111;;;0;0;0;;;;0;1;0,18;;;;;;;;;;
644098;;;;;EIF_STR - Mur ep. 20;2,55000000000155;0,2;8,49999999999821;11,0499999999998;0;0;;0;;True;True;0;2;0;0;False;False;False;<Aucun>;Murs;1;;;0;0e30kvNPT6bRA1RB1hfHGv;-1;0;0;3,18958998408973;15,9479499204484;Aucun(e);Nouvelle construction;;7,20998036095587;Mur de base: EIF_STR - Mur ep. 20;Mur de base;EIF_STR - Mur ep. 20;;;393023;0;0;;2;0;0;0;-0,25;-0,0500000000025215;A&B_R+3;2,55000000000252;Jusqu'au niveau: A&B_R+4;1;0;;;;;0;0;1;<Aucun>;;;;0;15huGUOb14lPkBTGiL4BTB;;;Voile ép =20;;;<Par catégorie>;1;0,1;302220;0,191204588910134;5,23;;;0;0;0;;;;0;1;0,2;;;;;;;;;;
644100;;;;;EIF_STR - Mur ep. 18;2,54999999999903;0,18;8,50000000000073;11,0499999999998;0;0;;0;;True;True;0;0;0;0;False;False;False;<Aucun>;Murs;1;;;0;0e30kvNPT6bRA1RB1hfHG$;-1;0;0;0,962899999999572;5,35499999999813;Aucun(e);Nouvelle construction;;2,27000000000006;Mur de base: EIF_STR - Mur ep. 18;Mur de base;EIF_STR - Mur ep. 18;;;533243;0;0;;2;0;0;0;-0,25;-0,05;A&B_R+3;2,55;Jusqu'au niveau: A&B_R+4;1;0;;;;;0;0;1;<Aucun>;;;;0;0hvswx66zD5eII9QwXvNXW;;;Voile ép=18;;;<Par catégorie>;1;0,1;271998;0,17208413001912;5,81111111111111;;;0;0;0;;;;0;1;0,18;;;;;;;;;;
644102;;;;;EIF_STR - Mur ep. 20;2,50000000000058;0,2;8,55000000000073;11,0500000000013;0;0;;0;;True;False;0;0;0;0;False;False;False;<Aucun>;Murs;1;;;0;0e30kvNPT6bRA1RB1hfHGz;-1;0;0;0,192500000000469;0,962500000002327;Aucun(e);Nouvelle construction;;0,385000000000848;Mur de base: EIF_STR - Mur ep. 20;Mur de base;EIF_STR - Mur ep. 20;;;393023;0;0;;2;0;0;0;-0,25;0;A&B_R+3;2,5;Jusqu'au niveau: A&B_R+4;1;0;;;;;0;0;1;<Aucun>;;;;0;15huGUOb14lPkBTGiL4BTB;;;Voile ép =20;;;<Par catégorie>;1;0,1;302220;0,191204588910134;5,23;;;0;0;0;;;;0;1;0,2;;;;;;;;;;
644198;;;;;EIF_STR - Mur ep. 20;2,54999999999903;0,2;8,50000000000073;11,0499999999998;0;0;;0;;True;True;0;0;0;0;False;False;False;<Aucun>;Murs;1;;;0;0e30kvNPT6bRA1RB1hfHHT;-1;0;0;1,17291317195474;5,86456585977361;Aucun(e);Nouvelle construction;;2,2998297489317;Mur de base: EIF_STR - Mur ep. 20;Mur de base;EIF_STR - Mur ep. 20;;;393023;0;0;;1;0;0;0;-0,25;-0,05;A&B_R+3;2,55;Jusqu'au niveau: A&B_R+4;1;0;;;;;0;0;1;<Aucun>;;;;0;15huGUOb14lPkBTGiL4BTB;;;Voile ép =20;;;<Par catégorie>;1;0,1;302220;0,191204588910134;5,23;;;0;0;0;;;;0;1;0,2;;;;;;;;;;
644199;;;;;EIF_STR - Mur ep. 20;2,54999999999903;0,2;8,50000000000073;11,0499999999998;0;0;;0;;True;True;0;0;0;0;False;False;False;<Aucun>;Murs;1;;;0;0e30kvNPT6bRA1RB1hfHHS;-1;0;0;0,693600066737622;3,46800033368804;Aucun(e);Nouvelle construction;;1,56000013085858;Mur de base: EIF_STR - Mur ep. 20;Mur de base;EIF_STR - Mur ep. 20;;;393023;0;0;;1;0;0;0;-0,25;-0,05;A&B_R+3;2,55;Jusqu'au niveau: A&B_R+4;1;0;;;;;0;0;1;<Aucun>;;;;0;15huGUOb14lPkBTGiL4BTB;;;Voile ép =20;;;<Par catégorie>;1;0,1;302220;0,191204588910134;5,23;;;0;0;0;;;;0;1;0,2;;;;;;;;;;
644208;;;;;EIF_STR - Mur ep. 20;2,54999999999903;0,2;8,50000000000073;11,0499999999998;0;0;;0;;True;True;0;0;0;0;False;False;False;<Aucun>;Murs;1;;;0;0e30kvNPT6bRA1RB1hfHHB;-1;0;0;2,24400006728899;11,2200003364448;Aucun(e);Nouvelle construction;;4,39000013194081;Mur de base: EIF_STR - Mur ep. 20;Mur de base;EIF_STR - Mur ep. 20;;;393023;0;0;;1;0;0;0;-0,25;-0,05;A&B_R+3;2,55;Jusqu'au niveau: A&B_R+4;1;0;;;;;0;0;1;<Aucun>;;;;0;15huGUOb14lPkBTGiL4BTB;;;Voile ép =20;;;<Par catégorie>;1;0,1;302220;0,191204588910134;5,23;;;0;0;0;;;;0;1;0,2;;;;;;;;;;
644212;;;;;EIF_STR - Mur ep. 18;2,49999999999969;0,18;8,55000000000073;11,0500000000004;0;0;;0;;True;False;0;0;0;0;False;False;False;<Aucun>;Murs;1;;;0;0e30kvNPT6bRA1RB1hfHHF;-1;0;0;0,566999999999919;3,14999999999961;Aucun(e);Nouvelle construction;;1,34000000000001;Mur de base: EIF_STR - Mur ep. 18;Mur de base;EIF_STR - Mur ep. 18;;;533243;0;0;;2;0;0;0;-0,25;0;A&B_R+3;2,5;Jusqu'au niveau: A&B_R+4;1;0;;;;;0;0;1;<Aucun>;;;;0;0hvswx66zD5eII9QwXvNXW;;;Voile ép=18;;;<Par catégorie>;1;0,1;271998;0,17208413001912;5,81111111111111;;;0;0;0;;;;0;1;0,18;;;;;;;;;;
644213;;;;;EIF_STR - Mur ep. 18;2,54999999999903;0,18;8,50000000000073;11,0499999999998;0;0;;0;;True;True;0;1;0;0;False;False;False;<Aucun>;Murs;1;;;0;0e30kvNPT6bRA1RB1hfHHE;-1;0;0;0,268188145240064;1,48993414022264;Aucun(e);Nouvelle construction;;1,54017025106821;Mur de base: EIF_STR - Mur ep. 18;Mur de base;EIF_STR - Mur ep. 18;;;533243;0;0;;2;0;0;0;-0,25;-0,05;A&B_R+3;2,55;Jusqu'au niveau: A&B_R+4;1;0;;;;;0;0;1;<Aucun>;;;;0;0hvswx66zD5eII9QwXvNXW;;;Voile ép=18;;;<Par catégorie>;1;0,1;271998;0,17208413001912;5,81111111111111;;;0;0;0;;;;0;1;0,18;;;;;;;;;;
644254;;;;;EIF_STR - Mur ep. 16;2,54999999999903;0,16;8,50000000000073;11,0499999999998;0;0;;0;;True;True;0;0;0;0;False;False;False;<Aucun>;Murs;1;;;0;0e30kvNPT6bRA1RB1hfHIb;-1;0;0;0,640559999999829;4,00349999999891;Aucun(e);Nouvelle construction;Voile ép=16;1,57000000000017;Mur de base: EIF_STR - Mur ep. 16;Mur de base;EIF_STR - Mur ep. 16;;;533790;0;0;;2;0;0;0;-0,25;-0,05;A&B_R+3;2,55;Jusqu'au niveau: A&B_R+4;1;0;;;;;0;0;1;<Aucun>;;;;0;0hvswx66zD5eII9QwXvN_5;;;Voile ép=16;;;<Par catégorie>;1;0,1;241776;0,152963671128107;6,5375;;;0;0;0;;;;0;1;0,16;;;;;;;;;;
644299;;;;;EIF_STR - Mur ep. 18;2,54999999999903;0,18;8,50000000000073;11,0499999999998;0;0;;0;;True;True;0;1;0;0;False;False;False;<Aucun>;Murs;1;;;0;0e30kvNPT6bRA1RB1hfHJm;-1;0;0;0,350729999999827;1,94849999999911;Aucun(e);Nouvelle construction;;1,54000000000027;Mur de base: EIF_STR - Mur ep. 18;Mur de base;EIF_STR - Mur ep. 18;;;533243;0;0;;2;0;0;0;-0,25;-0,05;A&B_R+3;2,55;Jusqu'au niveau: A&B_R+4;1;0;;;;;0;0;1;<Aucun>;;;;0;0hvswx66zD5eII9QwXvNXW;;;Voile ép=18;;;<Par catégorie>;1;0,1;271998;0,17208413001912;5,81111111111111;;;0;0;0;;;;0;1;0,18;;;;;;;;;;
644300;;;;;EIF_STR - Mur ep. 18;2,49999999999969;0,18;8,55000000000073;11,0500000000004;0;0;;0;;True;False;0;0;0;0;False;False;False;<Aucun>;Murs;1;;;0;0e30kvNPT6bRA1RB1hfHJt;-1;0;0;0,636749999999949;3,53749999999972;Aucun(e);Nouvelle construction;;1,40500000000006;Mur de base: EIF_STR - Mur ep. 18;Mur de base;EIF_STR - Mur ep. 18;;;533243;0;0;;2;0;0;0;-0,25;0;A&B_R+3;2,5;Jusqu'au niveau: A&B_R+4;1;0;;;;;0;0;1;<Aucun>;;;;0;0hvswx66zD5eII9QwXvNXW;;;Voile ép=18;;;<Par catégorie>;1;0,1;271998;0,17208413001912;5,81111111111111;;;0;0;0;;;;0;1;0,18;;;;;;;;;;
644302;;;;;EIF_STR - Mur ep. 20;2,75;0,2;8,50000000000073;11,2500000000007;1;0;;0;;False;False;0;0;0;0;False;False;False;<Aucun>;Murs;1;;;0;0e30kvNPT6bRA1RB1hfHJr;-1;0;0;2,20549999981047;11,0274999990522;Aucun(e);Nouvelle construction;;4,17999999965533;Mur de base: EIF_STR - Mur ep. 20;Mur de base;EIF_STR - Mur ep. 20;;;393023;0;0;;2;0;0;0;-0,0499999999990254;-0,05;A&B_R+3;2,75000000000097;Jusqu'au niveau: A&B_R+4;1;0;;;;;0;0;1;<Aucun>;;;;0;15huGUOb14lPkBTGiL4BTB;;;Voile ép =20;;;<Par catégorie>;1;0,1;302220;0,191204588910134;5,23;;;0;0;0;;;;0;1;0,2;;;;;;;;;;
644303;;;;;EIF_STR - Mur ep. 20;2,75;0,2;8,50000000000073;11,2500000000007;1;0;;0;;False;False;0;0;0;0;False;False;False;<Aucun>;Murs;1;;;0;0e30kvNPT6bRA1RB1hfHJq;-1;0;0;2,00199999981042;10,009999999052;Aucun(e);Nouvelle construction;;3,71999999965527;Mur de base: EIF_STR - Mur ep. 20;Mur de base;EIF_STR - Mur ep. 20;;;393023;0;0;;2;0;0;0;-0,0499999999990254;-0,05;A&B_R+3;2,75000000000097;Jusqu'au niveau: A&B_R+4;1;0;;;;;0;0;1;<Aucun>;;;;0;15huGUOb14lPkBTGiL4BTB;;;Voile ép =20;;;<Par catégorie>;1;0,1;302220;0,191204588910134;5,23;;;0;0;0;;;;0;1;0,2;;;;;;;;;;
644304;;;;;EIF_STR - Mur ep. 20;2,54999999999903;0,2;8,50000000000073;11,0499999999998;0;0;;0;;True;True;0;0;0;0;False;False;False;<Aucun>;Murs;1;;;0;0e30kvNPT6bRA1RB1hfHJh;-1;0;0;0,897599999999687;4,48799999999838;Aucun(e);Nouvelle construction;;1,96000000000004;Mur de base: EIF_STR - Mur ep. 20;Mur de base;EIF_STR - Mur ep. 20;;;393023;0;0;;2;0;0;0;-0,25;-0,05;A&B_R+3;2,55;Jusqu'au niveau: A&B_R+4;1;0;;;;;0;0;1;<Aucun>;;;;0;15huGUOb14lPkBTGiL4BTB;;;Voile ép =20;;;<Par catégorie>;1;0,1;302220;0,191204588910134;5,23;;;0;0;0;;;;0;1;0,2;;;;;;;;;;
644317;;;;;EIF_STR - Mur ep. 16;2,75;0,16;8,49999999999892;11,2499999999989;0;0;;0;;False;False;0;0;0;0;False;False;False;<Aucun>;Murs;1;;;0;0e30kvNPT6bRA1RB1hfHJc;-1;0;0;0,369599999999987;2,30999999999997;Aucun(e);Nouvelle construction;Voile ép=16;0,999999999999981;Mur de base: EIF_STR - Mur ep. 16;Mur de base;EIF_STR - Mur ep. 16;;;533790;0;0;;2;0;0;0;-0,0500000000008419;-0,0500000000018111;A&B_R+3;2,75000000000097;Jusqu'au niveau: A&B_R+4;1;0;;;;;0;0;1;<Aucun>;;;;0;0hvswx66zD5eII9QwXvN_5;;;Voile ép=16;;;<Par catégorie>;1;0,1;241776;0,152963671128107;6,5375;;;0;0;0;;;;0;1;0,16;;;;;;;;;;
644341;;;;;EIF_STR - Mur ep. 20;2,75000000000058;0,2;8,55000000000073;11,3000000000013;1;0;;0;;False;False;0;0;0;0;False;False;False;<Aucun>;Murs;1;;;0;0e30kvNPT6bRA1RB1hfHJE;-1;0;0;0,330000000000107;1,65000000000057;Aucun(e);Nouvelle construction;;0,400000000000078;Mur de base: EIF_STR - Mur ep. 20;Mur de base;EIF_STR - Mur ep. 20;;;393023;0;0;;2;0;0;0;0;0;A&B_R+3;2,75;Jusqu'au niveau: A&B_R+4;1;0;;;;;0;0;1;<Aucun>;;;;0;15huGUOb14lPkBTGiL4BTB;;;Voile ép =20;;;<Par catégorie>;1;0,1;302220;0,191204588910134;5,23;;;0;0;0;;;;0;1;0,2;;;;;;;;;;
644342;;;;;EIF_STR - Mur ep. 20;2,54999999999903;0,2;8,50000000000073;11,0499999999998;0;0;;0;;True;True;0;0;0;0;False;False;False;<Aucun>;Murs;1;;;0;0e30kvNPT6bRA1RB1hfHJD;-1;0;0;1,49429999999947;7,47149999999728;Aucun(e);Nouvelle construction;;3,13000000000005;Mur de base: EIF_STR - Mur ep. 20;Mur de base;EIF_STR - Mur ep. 20;;;393023;0;0;;2;0;0;0;-0,25;-0,05;A&B_R+3;2,55;Jusqu'au niveau: A&B_R+4;1;0;;;;;0;0;1;<Aucun>;;;;0;15huGUOb14lPkBTGiL4BTB;;;Voile ép =20;;;<Par catégorie>;1;0,1;302220;0,191204588910134;5,23;;;0;0;0;;;;0;1;0,2;;;;;;;;;;
644351;;;;;EIF_STR - Mur ep. 20;2,54999999999903;0,2;8,50000000000073;11,0499999999998;0;0;;0;;True;True;0;2;0;0;False;False;False;<Aucun>;Murs;1;;;0;0e30kvNPT6bRA1RB1hfHJ4;-1;0;0;1,97834999999922;9,89174999999602;Aucun(e);Nouvelle construction;;4,6450000000002;Mur de base: EIF_STR - Mur ep. 20;Mur de base;EIF_STR - Mur ep. 20;;;393023;0;0;;2;0;0;0;-0,25;-0,05;A&B_R+3;2,55;Jusqu'au niveau: A&B_R+4;1;0;;;;;0;0;1;<Aucun>;;;;0;15huGUOb14lPkBTGiL4BTB;;;Voile ép =20;;;<Par catégorie>;1;0,1;302220;0,191204588910134;5,23;;;0;0;0;;;;0;1;0,2;;;;;;;;;;
644352;;;;;EIF_STR - Mur ep. 18;2,54999999999903;0,18;8,50000000000073;11,0499999999998;0;0;;0;;True;True;0;0;0;0;False;False;False;<Aucun>;Murs;1;;;0;0e30kvNPT6bRA1RB1hfHKx;-1;0;0;0,82161000049627;4,56450000275711;Aucun(e);Nouvelle construction;;1,80000000108191;Mur de base: EIF_STR - Mur ep. 18;Mur de base;EIF_STR - Mur ep. 18;;;533243;0;0;;2;0;0;0;-0,25;-0,05;A&B_R+3;2,55;Jusqu'au niveau: A&B_R+4;1;0;;;;;0;0;1;<Aucun>;;;;0;0hvswx66zD5eII9QwXvNXW;;;Voile ép=18;;;<Par catégorie>;1;0,1;271998;0,17208413001912;5,81111111111111;;;0;0;0;;;;0;1;0,18;;;;;;;;;;
644355;;;;;EIF_STR - Mur ep. 20;2,54999999999903;0,2;8,50000000000073;11,0499999999998;0;0;;0;;True;True;0;0;0;0;False;False;False;<Aucun>;Murs;1;;;0;0e30kvNPT6bRA1RB1hfHKu;-1;0;0;0,29324999999989;1,46624999999946;Aucun(e);Nouvelle construction;;0,575000000000007;Mur de base: EIF_STR - Mur ep. 20;Mur de base;EIF_STR - Mur ep. 20;;;393023;0;0;;2;0;0;0;-0,25;-0,05;A&B_R+3;2,55;Jusqu'au niveau: A&B_R+4;1;0;;;;;0;0;1;<Aucun>;;;;0;15huGUOb14lPkBTGiL4BTB;;;Voile ép =20;;;<Par catégorie>;1;0,1;302220;0,191204588910134;5,23;;;0;0;0;;;;0;1;0,2;;;;;;;;;;
